Sygnatura czasowa,Jaka jest Twoja płeć,Jaki kierunek studiujesz?,Który rok studiujesz?,Wybierz stopień studiów,Wybierz tryb studiów,"Wybierz słowo, które najlepiej Ciebie opisuje (1 - Zamknięty/a w sobie, 2 - Powściągliwy/a, 3 - Śmiały/a, 4 - Wylewny/a)","Wybierz słowo, które najlepiej Ciebie opisuje (1 - Wrażliwy/a, 2 - Nieszkodliwy/a, 3 -Przebiegły/a, 4 - Dowcipny/a)","Wybierz słowo, które najlepiej Ciebie opisuje ( 1 - Uzdolniony/a artystycznie,  2 -Zrównoważony/a, 3 - Odważny/a, 4 -Rozmowny/a)","Wybierz słowo, które najlepiej Ciebie opisuje (1 - Biorący/a wszystko do siebie, 2 - Cierpliwy/a, 3 - Pochopny/a, 4 -Entuzjastyczny/a)        ","Jestem (1 - Wierny/a, 2 - Opanowany/a, 3 - Zdecydowany/a, 4 Kontaktowy/a)","Jestem (1 - Nostalgiczny, 2 - Dystansujący/a się, 3 - Niecierpliwy/a, 4 - Roztargniony/a)",stacjo_id,Czy preferujesz naukę stacjonarną?,W jakim stopniu czujesz się zmęczony/zmęczona po tygodniu nauki stacjonarnej? ,Ile minimum masz czasu na przerwę podczas nauki stacjonarnej (w minutach)?,Oceń atmosferę podczas zajęć stacjonarnych.,Oceń ergonomię swojego stanowiska pracy/nauki w trybie stacjonarnym.,Jak dużo czasu poświęcasz na samodoskonalenie się w kwestii umiejętności lub poszerzania horyzontów w trybie stacjonarnym?,"Jak często udaje Ci się zrealizować na czas zadania, które dostajesz na zajęciach praktycznych w trybie stacjonarnym?",Jak często udaje się zrealizować na czas projekty zespołowe w trybie stacjonarnym?,Jak często nie udaje Ci się zrealizować zadań do wykonania podczas nauki stacjonarnej?,Jak bardzo jesteś zmotywowany/zmotywowana do nauki w trybie stacjonarnym?,Czy czujesz się zmęczony/zmęczona po jednym dniu zajęć stacjonarnych? ,"Jaki wpływ ma miejsce, w którym się uczysz stacjonarnie na Twoją organizację nauki?",Jak oceniasz organizację nauki w trybie stacjonarnym?,Jak często pomagasz innym członkom zespołu podczas zajęć stacjonarnych?,Jak często inni członkowie zespołu udzielają pomocy Tobie podczas zajęć stacjonarnych?,Jak często występują konflikty w zespole podczas pracy zespołowej w trybie stacjonarnym?,Jak oceniasz przyrost Twojej wiedzy podczas zajęć w trybie stacjonarnym?,Jak oceniasz kontakt z prowadzącymi zajęcia w trybie stacjonarnym?,Jak bardzo jesteś skupiony/skupiona na zajęciach w trybie stacjonarnym?,Jak dobrze sobie radzisz na studiach w trybie stacjonarnym?,Czy wykonujesz dodatkowe aktywności związane z funkcjonowaniem uczelni w trybie stacjonarnym?,Czy odpowiadają Ci formy zaliczenia przedmiotów w trybie stacjonarnym?,zdal_id,Czy preferujesz naukę zdalną?,W jakim stopniu czujesz się zmęczony/zmęczona po tygodniu nauki zdalnej? ,Ile minimum masz czasu na przerwę podczas nauki zdalnej (w minutach)?,Oceń atmosferę podczas zajęć zdalnych.,Oceń ergonomię swojego stanowiska pracy/nauki w trybie zdalnym.,Jak dużo czasu poświęcasz na samodoskonalenie się w kwestii umiejętności lub poszerzania horyzontów w trybie zdalnym?,"Jak często udaje Ci się zrealizować na czas zadania, które dostajesz na zajęciach praktycznych w trybie zdalnym?",Jak często udaje się zrealizować na czas projekty zespołowe w trybie zdalnym?,Jak często nie udaje Ci się zrealizować zadań do wykonania podczas nauki zdalnej?,Jak bardzo jesteś zmotywowany/zmotywowana do nauki w trybie zdalnym?,Czy czujesz się zmęczony/zmęczona po jednym dniu zajęć zdalnych? ,"Jaki wpływ ma miejsce, w którym się uczysz zdalnie na Twoją organizację w nauki?",Jak oceniasz organizację nauki w trybie zdalnym?,Jak często pomagasz innym członkom zespołu podczas zajęć zdalnych?,Jak często inni członkowie zespołu udzielają pomocy Tobie podczas zajęć zdalnych?,Jak często występują konflikty w zespole podczas pracy zespołowej w trybie zdalnym?,Jak oceniasz przyrost Twojej wiedzy podczas zajęć w trybie zdalnym?,Jak oceniasz kontakt z prowadzącymi zajęcia w trybie zdalnym?,Jak bardzo jesteś skupiony/skupiona na zajęciach w trybie zdalnym?,Jak dobrze sobie radzisz na studiach w trybie zdalnym?,Czy wykonujesz dodatkowe aktywności związane z funkcjonowaniem uczelni w trybie zdalnym?,Czy odpowiadają Ci się formy zaliczenia przedmiotów w trybie zdalnym?,Z jakiego komunikatora korzystasz?,Czy korzystasz z kamery video podczas zajęć w pracy zdalnej?, Jak oceniasz jakość audio i video używanego komunikatora? ,Jak oceniasz jakość komunikatora używanego przez Twoją uczelnię? ,Czy masz problemy ze zrozumieniem kontekstu wypowiedzi podczas porozumiewania się przez komunikator? 
2020/12/19 10:35:18 AM CET,Kobieta,Inżynieria produkcji w przemyśle 4.0,2,Inżynier,Stacjonarnie,3,4,4,4,2,1,429,Tak,4,60,5,4,4,4,5,4,5,5,3,4,4,4,5,4,4,4,5,Nie,4,429,Nie,1,30,4,3,1,3,5,2,2,2,2,2,4,4,2,1,2,1,2,Nie,4,Microsoft teams,Nie,4,1,2
2020/12/19 10:45:18 AM CET,Mężczyzna,Informatyka,1,Licencjat,Stacjonarnie,2,1,2,2,2,1,430,Tak,3,30,4,4,4,5,5,4,4,2,4,5,3,3,5,4,5,5,3,Nie,4,430,Nie,2,30,5,4,3,4,4,5,3,2,2,4,2,3,5,3,5,3,3,Nie,3,Microsoft teams,Nie,4,4,5
2020/12/19 10:48:10 AM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,4,2,4,1,4,431,Nie,1,15,3,3,4,4,4,4,4,1,3,3,3,3,4,3,4,3,3,Nie,4,431,Tak,3,30,5,5,5,5,5,5,5,4,5,5,4,4,5,4,5,5,4,Nie,5,Microsoft teams,Tak,4,4,4
2020/12/19 10:49:27 AM CET,Mężczyzna,Informatyka,2,Inżynier,Stacjonarnie,2,2,2,2,2,2,432,Nie ma to dla mnie znaczenia,4,30,4,4,3,4,3,2,4,3,3,4,2,2,2,3,3,4,4,Nie,4,432,Nie ma to dla mnie znaczenia,5,15,3,2,5,2,2,2,3,3,3,5,2,2,2,4,4,2,5,Nie,4,Microsoft teams,Nie,5,5,4
2020/12/19 11:15:27 AM CET,Mężczyzna,Technologia Chemiczna,2,Inżynier,Stacjonarnie,2,2,2,2,2,2,433,Tak,2,15,4,4,4,5,5,5,3,4,4,4,4,4,5,4,5,5,4,Nie,4,433,Nie ma to dla mnie znaczenia,3,15,4,5,3,5,5,5,4,3,3,2,4,4,5,4,4,2,4,Nie,4,Microsoft teams,Tak,3,4,4
2020/12/19 11:18:17 AM CET,Mężczyzna,Informatyka,4,Inżynier,Stacjonarnie,4,1,1,1,4,1,434,Nie,2,15,3,2,3,4,4,4,2,2,3,3,3,4,3,3,3,3,3,Nie,2,434,Tak,4,15,4,4,5,5,5,5,4,4,4,4,2,3,4,4,4,4,4,Nie,4,Microsoft teams,Tak,4,4,5
2020/12/19 11:25:30 AM CET,Mężczyzna,Informatyka,2,Licencjat,Stacjonarnie,1,1,2,1,2,2,435,Tak,5,15,4,4,5,4,2,3,1,5,4,4,2,2,5,3,4,4,3,Nie,4,435,Tak,5,15,4,4,4,4,2,2,2,5,4,4,2,2,5,2,4,4,2,Nie,4,Microsoft teams,Nie,4,4,5
2020/12/19 11:29:55 AM CET,Mężczyzna,Budownictwo,5,Inżynier,Niestacjonarnie,3,2,2,1,1,2,436,Tak,4,15,4,4,3,5,4,4,4,3,4,4,4,4,4,5,5,5,4,Nie,4,436,Nie,2,0,3,2,3,2,3,2,1,2,2,1,3,3,2,1,2,2,1,Nie,2,Microsoft teams,Tak,4,4,3
2020/12/19 11:36:21 AM CET,Mężczyzna,Zarządzanie,2,Inżynier,Niestacjonarnie,3,4,3,2,3,2,437,Nie ma to dla mnie znaczenia,4,0,4,3,3,4,4,4,5,4,4,5,4,4,2,5,5,5,4,Nie,4,437,Nie ma to dla mnie znaczenia,4,0,5,5,5,4,4,4,5,4,5,5,4,4,2,5,5,5,5,Tak,5,Microsoft teams,Nie,4,4,4
2020/12/19 11:37:59 AM CET,Mężczyzna,Informatyka,4,Inżynier,Stacjonarnie,2,4,2,2,2,2,438,Nie,1,30,3,2,4,5,5,5,2,1,2,2,4,4,5,3,4,2,4,Nie,2,438,Tak,5,30,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,Nie,5,Microsoft teams,Tak,5,5,5
2020/12/19 11:42:57 AM CET,Mężczyzna,Inżynieria Mechaniczna - Pojazdy bojowe i specjalne,2,Inżynier,Stacjonarnie,1,2,2,2,2,4,439,Tak,3,30,5,5,4,4,4,4,5,4,5,5,4,4,4,5,5,4,4,Nie,4,439,Nie,5,30,2,1,3,3,2,3,1,4,2,2,4,4,3,2,2,1,1,Nie,1,Microsoft teams,Tak,3,3,3
2020/12/19 11:47:01 AM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,2,2,2,2,4,440,Tak,2,15,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,Nie,1,440,Nie,2,15,2,3,2,2,4,3,2,3,3,2,1,1,5,2,3,2,2,Nie,5,Inne,Nie,3,3,3
2020/12/19 12:13:02 PM CET,Mężczyzna,Informatyka,2,Inżynier,Stacjonarnie,1,4,2,2,3,2,441,Nie,4,15,4,5,5,2,2,2,1,1,5,2,1,3,3,2,1,2,2,Nie,3,441,Tak,4,30,5,5,4,4,4,3,5,5,5,5,4,5,4,5,5,5,4,Nie,4,Microsoft teams,Tak,5,5,4
2020/12/19 12:37:13 PM CET,Mężczyzna,Elektrotechnika,3,Inżynier,Stacjonarnie,2,1,2,1,2,1,442,Tak,4,15,4,4,2,5,5,5,5,3,4,4,5,3,5,3,4,4,5,Nie,4,442,Tak,4,0,4,3,3,5,5,5,2,4,2,4,3,2,5,3,3,2,5,Nie,5,Microsoft teams,Nie,4,4,5
2020/12/19 12:42:23 PM CET,Kobieta,Informatyka,2,Inżynier,Stacjonarnie,1,2,1,1,2,2,443,Nie ma to dla mnie znaczenia,3,120,5,4,3,5,5,4,4,4,3,4,4,4,5,3,4,4,4,Nie,2,443,Tak,3,150,2,3,4,3,3,4,2,5,3,2,1,1,3,3,2,2,3,Nie,5,Microsoft teams,Nie,5,5,5
2020/12/19 12:48:52 PM CET,Mężczyzna,Teleinformatyka,3,Inżynier,Stacjonarnie,3,4,3,4,3,1,444,Nie,1,15,4,4,4,3,3,4,3,5,3,3,4,2,2,3,3,3,3,Nie,1,444,Tak,2,15,5,5,5,4,4,4,5,4,5,4,5,5,5,5,5,5,5,Tak,5,Microsoft teams,Nie,5,5,5
2020/12/19 1:03:36 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,2,2,3,1,3,445,Tak,3,15,4,4,2,5,5,5,3,2,3,4,4,4,5,3,4,3,4,Nie,5,445,Nie,1,15,3,2,1,5,5,1,1,1,2,4,4,4,5,1,4,1,3,Nie,5,Microsoft teams,Nie,4,4,4
2020/12/19 1:04:14 PM CET,Kobieta,Informatyka,5,Magister,Niestacjonarnie,3,3,1,4,3,1,446,Nie,5,0,4,1,2,2,1,2,3,4,3,3,4,4,2,1,4,1,4,Nie,2,446,Tak,5,30,5,5,5,4,4,3,3,5,5,5,5,5,2,4,5,4,5,Nie,4,Microsoft teams,Nie,4,4,5
2020/12/19 1:14:41 PM CET,Mężczyzna,Informatyka,1,Inżynier,Niestacjonarnie,2,2,2,3,4,3,447,Nie ma to dla mnie znaczenia,1,0,1,1,1,2,2,2,1,1,1,3,1,1,1,1,1,1,1,Nie,2,447,Tak,2,0,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,3,2,Nie,1,Microsoft teams,Nie,2,1,1
2020/12/19 1:29:41 PM CET,Mężczyzna,Automatyka i Robotyka,5,Magister,Stacjonarnie,3,4,4,2,4,2,448,Nie ma to dla mnie znaczenia,1,15,4,2,5,2,3,4,4,5,2,3,5,3,2,3,4,3,4,Tak,4,448,Nie ma to dla mnie znaczenia,1,15,4,5,5,1,4,1,4,5,3,3,4,3,5,5,4,4,4,Tak,4,Inne,Tak,4,4,5
2020/12/19 1:35:43 PM CET,Mężczyzna,Informatyka,1,Inżynier,Stacjonarnie,1,4,2,2,2,4,449,Nie ma to dla mnie znaczenia,2,30,4,3,2,4,3,2,2,2,2,4,3,3,4,3,5,3,4,Nie,3,449,Tak,4,60,5,4,5,5,5,5,4,4,4,4,3,4,4,3,4,3,5,Nie,4,Microsoft teams,Nie,4,4,5
2020/12/19 1:39:51 PM CET,Kobieta,Informatyka,1,Inżynier,Stacjonarnie,2,2,2,1,1,2,450,Nie,3,15,4,3,1,4,3,3,1,4,4,3,3,3,3,3,3,2,4,Nie,3,450,Tak,3,30,4,5,5,5,3,5,4,4,5,3,3,3,5,4,4,3,5,Nie,4,Microsoft teams,Tak,4,4,5
2020/12/19 1:43:40 PM CET,Kobieta,Inżynieria Transportu,3,Inżynier,Stacjonarnie,1,2,2,2,1,1,451,Tak,4,60,5,3,4,4,5,3,4,4,5,5,5,5,5,4,5,3,4,Tak,4,451,Nie,2,30,3,2,1,2,5,4,1,3,1,2,4,3,3,1,2,1,3,Nie,4,Microsoft teams,Nie,3,3,4
2020/12/19 1:51:22 PM CET,Kobieta,Architektura,5,Magister,Stacjonarnie,3,1,4,1,4,3,452,Nie,1,15,3,2,5,4,5,5,4,3,3,2,4,4,3,3,3,3,4,Tak,4,452,Tak,2,15,5,5,5,5,5,5,5,3,5,5,5,4,4,5,4,3,5,Tak,5,Microsoft teams,Tak,5,5,5
2020/12/19 2:23:49 PM CET,Mężczyzna,OZE,2,Inżynier,Niestacjonarnie,2,2,2,2,2,2,453,Tak,2,15,3,3,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,Nie,2,453,Tak,5,15,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,4,5,Tak,4,Microsoft teams,Tak,5,5,4
2020/12/19 2:37:56 PM CET,Mężczyzna,Informatyka,1,Licencjat,Stacjonarnie,1,2,2,1,1,2,454,Tak,5,15,5,4,3,2,2,2,2,2,2,2,1,4,5,2,3,3,2,Nie,2,454,Tak,5,15,4,4,4,3,4,5,5,5,5,4,1,2,5,4,5,3,3,Nie,4,Microsoft teams,Tak,4,4,5
2020/12/19 2:45:48 PM CET,Kobieta,Informatyka,4,Inżynier,Niestacjonarnie,2,1,1,1,2,4,455,Tak,4,0,4,4,2,5,4,5,5,3,4,4,3,3,5,4,5,4,4,Nie,4,455,Nie,1,15,4,2,4,4,3,3,2,1,2,3,3,3,5,3,3,2,3,Nie,4,Microsoft teams,Nie,4,4,5
2020/12/19 2:46:37 PM CET,Kobieta,Mechanika i Budowa Maszyn,2,Magister,Niestacjonarnie,3,4,1,4,3,4,456,Tak,2,15,5,5,3,5,4,5,4,4,4,4,4,3,3,4,5,5,5,Nie,4,456,Nie,2,0,3,3,2,1,4,3,2,2,3,3,3,4,5,3,3,2,2,Nie,4,Microsoft teams,Nie,5,5,5
2020/12/19 2:56:39 PM CET,Mężczyzna,Informatyka,2,Licencjat,Stacjonarnie,3,3,3,3,1,2,457,Nie,3,15,5,3,1,5,5,4,4,3,2,4,4,3,5,4,5,4,5,Nie,3,457,Tak,3,30,5,5,4,4,5,4,4,3,4,4,5,5,5,5,5,4,5,Nie,5,Microsoft teams,Tak,4,5,5
2020/12/19 3:21:39 PM CET,Kobieta,Biotechnologia,4,Magister,Stacjonarnie,3,3,3,4,4,4,458,Tak,2,30,5,4,4,5,5,5,5,2,5,5,5,5,5,5,5,5,5,Tak,3,458,Nie ma to dla mnie znaczenia,3,150,3,3,2,5,5,5,1,4,3,4,5,5,5,4,2,1,1,Tak,4,Microsoft teams,Nie,1,3,1
2020/12/19 3:27:11 PM CET,Kobieta,Zarządzanie i Inżynieria Produkcji,2,Inżynier,Stacjonarnie,3,4,3,4,3,4,459,Nie ma to dla mnie znaczenia,3,15,4,4,3,5,5,5,4,3,4,4,3,3,5,4,4,4,4,Nie,3,459,Nie ma to dla mnie znaczenia,4,30,3,3,3,5,5,5,3,4,3,3,3,3,5,3,3,3,4,Nie,4,Microsoft teams,Nie,4,4,4
2020/12/19 3:42:50 PM CET,Mężczyzna,Informatyka,4,Inżynier,Niestacjonarnie,3,4,4,4,3,2,460,Nie,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Nie,1,460,Tak,5,150,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Nie,5,Microsoft teams,Nie,5,5,5
2020/12/19 3:51:51 PM CET,Kobieta,Transport,1,Inżynier,Stacjonarnie,3,1,2,1,3,2,461,Tak,3,15,4,4,3,5,5,5,4,3,5,4,4,4,3,5,4,4,4,Tak,4,461,Nie,1,30,3,3,2,5,5,5,1,1,1,1,3,3,3,3,3,1,1,Nie,3,Microsoft teams,Nie,3,3,3
2020/12/19 4:18:03 PM CET,Kobieta,Ekonomia,3,Licencjat,Stacjonarnie,2,3,1,3,1,2,462,Nie,4,15,4,3,2,5,5,5,4,4,3,4,3,2,3,4,4,4,4,Nie,3,462,Tak,3,15,4,4,4,5,5,5,3,3,4,5,5,5,3,4,5,3,4,Nie,5,Microsoft teams,Nie,4,4,5
2020/12/19 4:48:45 PM CET,Mężczyzna,Informatyka,2,Licencjat,Stacjonarnie,1,2,2,1,1,2,463,Nie,2,15,3,2,5,4,3,4,2,3,4,3,4,3,5,3,4,2,3,Nie,3,463,Nie,2,15,3,3,4,4,3,4,2,3,4,2,4,3,5,2,4,2,3,Nie,3,Microsoft teams,Nie,4,4,4
2020/12/19 5:16:50 PM CET,Mężczyzna,Ekonomia,3,Licencjat,Stacjonarnie,2,2,2,2,2,1,464,Tak,3,15,4,3,2,4,5,5,5,3,4,4,4,3,5,5,4,4,5,Nie,4,464,Nie,4,0,2,3,1,4,5,4,2,2,2,4,2,1,5,3,4,2,5,Nie,5,Microsoft teams,Tak,5,4,5
2020/12/19 5:41:18 PM CET,Mężczyzna,Informatyka,4,Inżynier,Niestacjonarnie,3,4,2,1,4,2,465,Nie,3,30,4,3,1,3,4,3,2,2,2,3,3,3,5,3,5,1,3,Nie,3,465,Tak,1,30,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,Nie,5,Microsoft teams,Nie,5,5,5
2020/12/19 6:02:54 PM CET,Mężczyzna,Zarządzanie,5,Magister,Niestacjonarnie,3,2,4,3,4,4,466,Nie ma to dla mnie znaczenia,3,0,3,2,2,2,2,3,3,3,3,4,3,3,3,4,4,4,4,Nie,3,466,Nie ma to dla mnie znaczenia,3,15,4,4,3,4,4,3,3,4,3,3,3,3,4,3,4,3,3,Nie,3,Microsoft teams,Nie,4,4,4
2020/12/19 6:30:18 PM CET,Mężczyzna,Budownictwo,2,Inżynier,Stacjonarnie,3,4,4,2,3,2,467,Nie,2,120,4,4,3,5,5,4,4,4,5,5,5,4,5,4,2,4,5,Nie,3,467,Nie,1,15,4,4,3,4,1,4,2,1,4,1,5,4,5,4,5,2,4,Nie,4,Microsoft teams,Nie,4,4,4
2020/12/19 6:32:25 PM CET,Kobieta,Zarządzanie,2,Licencjat,Stacjonarnie,3,1,1,3,1,3,468,Tak,3,15,4,2,2,5,5,5,4,4,4,5,4,4,5,5,3,4,4,Nie,2,468,Nie,5,15,3,1,4,5,5,4,1,3,2,3,3,4,5,2,4,1,3,Nie,5,Microsoft teams,Nie,5,5,4
2020/12/19 7:33:29 PM CET,Mężczyzna,Elektrotechnika,1,Licencjat,Stacjonarnie,2,2,2,2,3,3,469,Tak,3,15,4,4,3,5,3,3,4,2,1,5,2,2,5,5,5,4,4,Nie,3,469,Nie,2,15,3,5,2,5,5,3,1,5,3,4,4,4,5,2,3,3,1,Nie,3,Microsoft teams,Nie,5,5,5
2020/12/19 8:24:15 PM CET,Kobieta,Transport Zarządzanie i inżynieria produkcji,5,Magister,Stacjonarnie,3,1,3,4,4,2,470,Nie ma to dla mnie znaczenia,2,15,4,3,4,4,4,4,5,3,4,4,3,3,4,4,4,4,5,Tak,4,470,Nie ma to dla mnie znaczenia,4,0,2,4,3,4,3,3,3,2,3,3,1,2,5,2,3,2,5,Tak,4,Microsoft teams,Nie,3,3,4
2020/12/19 8:54:06 PM CET,Mężczyzna,Informatyka,2,Inżynier,Niestacjonarnie,3,1,2,2,2,2,471,Nie,4,0,4,2,4,4,3,4,2,1,2,3,3,3,4,4,4,5,4,Nie,2,471,Tak,4,30,4,5,5,5,3,5,5,4,5,4,3,3,4,4,5,5,4,Nie,5,Microsoft teams,Tak,5,4,5
2020/12/19 9:11:10 PM CET,Kobieta,Ekonomia,4,Magister,Stacjonarnie,2,2,2,2,4,1,472,Nie,1,15,4,2,1,3,2,3,2,1,2,2,4,4,5,3,3,1,3,Nie,1,472,Tak,4,15,4,5,5,5,5,5,4,5,4,5,3,2,5,4,3,4,5,Nie,4,Microsoft teams,Tak,5,3,5
2020/12/19 9:11:15 PM CET,Kobieta,Ekonomia,4,Magister,Stacjonarnie,2,2,2,2,4,1,473,Nie,1,15,4,2,1,3,2,3,2,1,2,2,4,4,5,3,3,1,3,Nie,1,473,Tak,4,15,4,5,5,5,5,5,4,5,4,5,3,2,5,4,3,4,5,Nie,4,Microsoft teams,Tak,5,3,5
2020/12/19 9:47:40 PM CET,Mężczyzna,Mechatronika,7,Inżynier,Stacjonarnie,2,2,2,2,2,2,474,Tak,3,15,5,4,4,4,5,5,5,5,4,4,5,3,5,5,4,5,5,Tak,4,474,Nie,5,0,3,5,1,5,5,5,2,5,2,3,4,3,3,3,3,2,5,Nie,3,Microsoft teams,Nie,5,5,5
2020/12/19 10:11:24 PM CET,Kobieta,Logistyka,2,Inżynier,Stacjonarnie,3,2,2,4,3,3,475,Tak,3,15,5,4,4,3,5,5,4,4,4,4,4,4,2,5,5,5,5,Nie,4,475,Nie,5,30,2,3,3,5,3,2,3,5,3,2,3,2,5,3,2,3,3,Nie,4,Microsoft teams,Nie,5,5,5
2020/12/19 11:28:34 PM CET,Mężczyzna,Elektrotechnika,3,Inżynier,Stacjonarnie,3,2,2,1,1,3,476,Tak,3,15,4,2,4,5,4,4,4,3,4,4,5,5,4,4,4,4,4,Nie,3,476,Nie,5,0,2,3,2,1,2,1,1,1,2,1,5,4,4,2,1,1,3,Nie,3,Microsoft teams,Nie,2,4,4
2020/12/19 11:46:53 PM CET,Mężczyzna,Informatyka,4,Inżynier,Stacjonarnie,4,2,4,1,1,1,477,Nie ma to dla mnie znaczenia,4,15,4,4,3,5,5,5,3,3,3,3,4,2,4,3,4,4,4,Nie,3,477,Nie ma to dla mnie znaczenia,4,30,3,4,5,4,4,5,2,4,3,4,1,1,4,3,4,3,5,Nie,5,Microsoft teams,Nie,5,5,5
2020/12/20 12:16:16 AM CET,Mężczyzna,Inżynieria środowiska,2,Inżynier,Stacjonarnie,3,4,3,3,3,3,478,Tak,2,30,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,Tak,5,478,Nie,1,0,1,2,3,2,2,2,1,1,1,1,3,2,3,1,2,2,1,Tak,1,Microsoft teams,Nie,3,3,3
2020/12/20 12:37:13 AM CET,Mężczyzna,Mechatronika,3,Inżynier,Stacjonarnie,3,1,4,3,4,1,479,Tak,3,15,5,5,4,4,4,4,5,3,4,5,5,5,5,5,5,5,5,Tak,5,479,Nie,2,0,5,4,3,4,4,5,3,5,3,4,2,2,2,2,5,2,4,Nie,5,Microsoft teams,Nie,5,5,5
2020/12/20 2:11:49 AM CET,Mężczyzna,energetyk,1,Inżynier,Stacjonarnie,3,2,2,4,4,3,480,Nie,3,30,4,4,1,1,1,1,1,3,1,3,2,4,5,1,3,1,1,Nie,1,480,Nie,3,30,4,4,1,1,1,1,1,3,1,3,2,4,5,1,4,1,1,Nie,1,Microsoft teams,Nie,2,2,4
2020/12/20 3:08:24 AM CET,Kobieta,Ekonomia,1,Magister,Stacjonarnie,1,1,1,1,3,2,481,Tak,5,15,4,5,1,2,3,2,3,2,5,4,3,4,4,4,5,4,3,Nie,4,481,Tak,4,15,2,3,4,5,5,4,3,2,5,2,4,4,5,2,4,1,2,Nie,2,Microsoft teams,Tak,5,5,4
2020/12/20 3:16:12 AM CET,Mężczyzna,Informatyka,1,Inżynier,Niestacjonarnie,2,2,2,3,2,2,482,Nie,3,15,3,4,4,3,4,3,3,2,3,3,3,3,4,3,3,4,4,Nie,2,482,Tak,5,60,5,5,4,4,4,4,4,4,4,5,3,3,4,5,5,4,4,Nie,5,Microsoft teams,Tak,5,5,5
2020/12/20 3:45:35 AM CET,Mężczyzna,Informatyka,2,Licencjat,Stacjonarnie,1,2,2,2,2,2,483,Tak,4,30,4,3,4,2,2,3,5,5,5,4,2,5,5,4,4,5,3,Nie,5,483,Nie,1,30,1,2,4,2,2,3,1,1,1,2,1,1,2,2,1,1,1,Nie,2,Microsoft teams,Nie,1,1,2
2020/12/20 4:04:06 AM CET,Mężczyzna,AiR,1,Inżynier,Stacjonarnie,2,4,2,1,1,2,484,Nie ma to dla mnie znaczenia,3,15,5,4,3,2,2,3,3,3,4,4,1,1,5,4,5,4,4,Nie,3,484,Nie ma to dla mnie znaczenia,3,15,4,4,3,4,3,3,3,3,3,3,2,1,5,3,5,4,3,Nie,3,Microsoft teams,Nie,5,5,5
2020/12/20 4:23:30 AM CET,Mężczyzna,Informatyka,2,Inżynier,Stacjonarnie,1,1,2,2,2,1,485,Nie ma to dla mnie znaczenia,4,30,3,4,4,4,4,2,4,3,3,3,4,4,5,4,3,4,4,Nie,4,485,Nie ma to dla mnie znaczenia,3,15,4,4,4,4,5,5,4,4,4,3,5,5,5,4,4,4,4,Nie,4,Microsoft teams,Nie,4,4,5
2020/12/20 8:12:03 AM CET,Mężczyzna,Elektrotechnika,2,Inżynier,Niestacjonarnie,3,4,4,2,1,2,486,Tak,3,15,5,4,4,5,3,1,5,3,4,4,4,2,5,4,4,5,5,Nie,3,486,Nie,5,0,4,2,5,5,5,5,2,1,2,2,5,2,3,3,4,1,4,Nie,3,Discord,Nie,5,5,3
2020/12/20 8:29:38 AM CET,Mężczyzna,Informatyka,1,Inżynier,Niestacjonarnie,3,4,4,1,1,3,487,Tak,3,30,3,3,4,5,4,5,3,3,3,3,3,3,5,3,4,5,3,Tak,4,487,Nie,1,60,3,5,3,5,5,5,1,1,5,3,4,4,5,2,3,1,2,Nie,1,Microsoft teams,Nie,3,3,4
2020/12/20 8:30:44 AM CET,Mężczyzna,Nauki o żywności ,4,Inżynier,Stacjonarnie,2,2,2,2,2,2,488,Nie ma to dla mnie znaczenia,2,15,3,3,5,5,5,2,3,2,3,3,4,1,5,3,3,3,3,Tak,3,488,Nie ma to dla mnie znaczenia,2,15,3,3,4,5,5,5,3,2,3,3,4,1,5,3,4,3,3,Tak,3,Microsoft teams,Nie,2,2,3
2020/12/20 8:42:42 AM CET,Mężczyzna,Informatyka,1,Inżynier,Niestacjonarnie,3,4,4,1,1,3,489,Tak,3,30,3,3,4,5,4,5,3,3,3,3,3,3,5,3,4,5,3,Tak,4,489,Nie,1,60,3,5,3,5,5,5,1,1,5,3,4,4,5,2,3,1,2,Nie,1,Microsoft teams,Nie,3,3,4
2020/12/20 9:42:34 AM CET,Mężczyzna,Informatyka,3,Inżynier,Niestacjonarnie,2,1,2,1,1,1,490,Nie,4,0,3,2,3,2,4,3,3,3,2,3,3,2,4,3,3,3,3,Nie,3,490,Tak,3,0,4,5,3,3,4,3,4,3,5,3,3,1,5,3,3,4,4,Nie,4,Microsoft teams,Tak,4,3,3
